9.94E-03,-1.39E+01
1.05E-02,-1.51E+01
1.10E-02,-1.63E+01
1.15E-02,-1.76E+01
1.20E-02,-1.84E+01
1.25E-02,-1.94E+01
1.30E-02,-2.05E+01
1.35E-02,-2.11E+01
1.40E-02,-2.17E+01
1.44E-02,-2.18E+01
1.49E-02,-2.18E+01
1.53E-02,-2.20E+01
1.57E-02,-2.22E+01
1.61E-02,-2.20E+01
1.65E-02,-2.20E+01
1.69E-02,-2.22E+01
1.72E-02,-2.21E+01
1.76E-02,-2.23E+01
1.79E-02,-2.23E+01
1.83E-02,-2.24E+01
1.86E-02,-2.25E+01
1.89E-02,-2.26E+01
1.93E-02,-2.28E+01
1.96E-02,-2.30E+01
2.00E-02,-2.32E+01
2.03E-02,-2.34E+01
2.07E-02,-2.35E+01
2.10E-02,-2.35E+01
2.13E-02,-2.37E+01
2.16E-02,-2.36E+01
2.19E-02,-2.36E+01
2.22E-02,-2.36E+01
2.25E-02,-2.35E+01
2.27E-02,-2.34E+01
2.30E-02,-2.33E+01
2.33E-02,-2.33E+01
2.35E-02,-2.33E+01
2.38E-02,-2.34E+01
2.40E-02,-2.34E+01
2.43E-02,-2.35E+01
2.45E-02,-2.35E+01
2.48E-02,-2.36E+01
2.50E-02,-2.36E+01
2.52E-02,-2.37E+01
2.55E-02,-2.37E+01
2.57E-02,-2.38E+01
2.59E-02,-2.38E+01
2.61E-02,-2.38E+01
2.63E-02,-2.39E+01
2.65E-02,-2.39E+01
2.67E-02,-2.38E+01
2.69E-02,-2.38E+01
2.71E-02,-2.38E+01
2.73E-02,-2.37E+01
2.75E-02,-2.36E+01
2.77E-02,-2.36E+01
2.79E-02,-2.35E+01
2.81E-02,-2.34E+01
2.83E-02,-2.33E+01
2.84E-02,-2.32E+01
2.86E-02,-2.32E+01
2.88E-02,-2.31E+01
2.89E-02,-2.31E+01
2.91E-02,-2.30E+01
2.92E-02,-2.30E+01
2.93E-02,-2.29E+01
2.94E-02,-2.29E+01
2.96E-02,-2.29E+01
2.97E-02,-2.28E+01
2.98E-02,-2.28E+01
2.99E-02,-2.28E+01
3.00E-02,-2.27E+01
3.02E-02,-2.27E+01
3.03E-02,-2.26E+01
3.04E-02,-2.26E+01
3.05E-02,-2.26E+01
3.06E-02,-2.25E+01
3.08E-02,-2.25E+01
3.09E-02,-2.24E+01
3.10E-02,-2.24E+01
3.11E-02,-2.23E+01
3.12E-02,-2.23E+01
3.13E-02,-2.22E+01
3.14E-02,-2.22E+01
3.16E-02,-2.21E+01
3.17E-02,-2.21E+01
3.18E-02,-2.20E+01
3.19E-02,-2.19E+01
3.20E-02,-2.19E+01
3.21E-02,-2.18E+01
3.22E-02,-2.17E+01
3.23E-02,-2.17E+01
3.24E-02,-2.16E+01
3.26E-02,-2.15E+01
3.27E-02,-2.15E+01
3.28E-02,-2.14E+01
3.29E-02,-2.13E+01
3.30E-02,-2.13E+01
3.31E-02,-2.12E+01
3.32E-02,-2.12E+01
3.33E-02,-2.11E+01
3.34E-02,-2.10E+01
3.35E-02,-2.10E+01
3.36E-02,-2.10E+01
3.37E-02,-2.09E+01
3.38E-02,-2.09E+01
3.39E-02,-2.09E+01
3.40E-02,-2.08E+01
3.40E-02,-2.08E+01
3.41E-02,-2.08E+01
3.42E-02,-2.07E+01
3.43E-02,-2.07E+01
3.44E-02,-2.07E+01
3.45E-02,-2.06E+01
3.46E-02,-2.06E+01
3.47E-02,-2.06E+01
3.48E-02,-2.06E+01
3.48E-02,-2.05E+01
3.49E-02,-2.05E+01
3.50E-02,-2.05E+01
3.51E-02,-2.05E+01
3.52E-02,-2.04E+01
3.53E-02,-2.04E+01
3.54E-02,-2.04E+01
3.55E-02,-2.04E+01
3.56E-02,-2.04E+01
3.57E-02,-2.03E+01
3.57E-02,-2.03E+01
3.58E-02,-2.03E+01
3.59E-02,-2.03E+01
3.60E-02,-2.03E+01
3.61E-02,-2.03E+01
3.62E-02,-2.03E+01
3.63E-02,-2.03E+01
3.64E-02,-2.03E+01
3.65E-02,-2.03E+01
3.65E-02,-2.03E+01
3.66E-02,-2.04E+01
3.67E-02,-2.05E+01
3.68E-02,-2.06E+01
3.69E-02,-2.09E+01
3.70E-02,-2.10E+01
3.70E-02,-2.14E+01
3.70E-02,-2.08E+01
3.70E-02,-2.05E+01
3.70E-02,-2.04E+01
3.70E-02,-2.03E+01
3.70E-02,-2.02E+01
3.69E-02,-2.02E+01
3.69E-02,-2.01E+01
3.69E-02,-2.01E+01
3.69E-02,-2.01E+01
3.69E-02,-2.01E+01
3.69E-02,-2.01E+01
3.68E-02,-2.01E+01
3.68E-02,-2.01E+01
3.68E-02,-2.00E+01
3.68E-02,-2.00E+01
3.67E-02,-2.00E+01
3.67E-02,-2.00E+01
3.67E-02,-1.99E+01
3.66E-02,-1.99E+01
3.66E-02,-1.99E+01
3.66E-02,-1.98E+01
3.65E-02,-1.98E+01
3.65E-02,-1.97E+01
3.65E-02,-1.97E+01
3.64E-02,-1.97E+01
3.64E-02,-1.98E+01
3.63E-02,-1.98E+01
3.63E-02,-1.98E+01
3.63E-02,-1.99E+01
3.62E-02,-1.99E+01
3.62E-02,-2.00E+01
3.62E-02,-2.00E+01
3.61E-02,-2.00E+01
3.61E-02,-2.01E+01
3.60E-02,-2.01E+01
3.60E-02,-2.01E+01
3.60E-02,-2.01E+01
3.59E-02,-2.01E+01
3.59E-02,-2.02E+01
